,day,location,total_trajectories,vehicles_filtered,bikes_filtered,persons_filtered
443,2024-10-26 00:00:01-05:00,4,19658,11817,110,342
444,2024-10-26 00:00:01-05:00,5,24592,7635,105,711
445,2024-10-26 00:00:01-05:00,6,44063,16148,202,2512
446,2024-10-26 00:00:01-05:00,7,14320,9240,54,598
447,2024-10-26 00:00:01-05:00,8,14156,11095,79,304
448,2024-10-27 00:00:01-05:00,1,17655,14151,154,717
449,2024-10-27 00:00:01-05:00,2,38016,14653,205,951
450,2024-10-27 00:00:01-05:00,3,36482,13221,115,513
451,2024-10-27 00:00:01-05:00,4,15748,10422,122,276
452,2024-10-27 00:00:01-05:00,5,19613,7612,143,553
453,2024-10-27 00:00:01-05:00,6,38464,14660,306,2079
454,2024-10-27 00:00:01-05:00,7,8921,7514,80,388
455,2024-10-27 00:00:01-05:00,8,12621,9658,73,274
456,2024-10-28 00:00:01-05:00,1,24286,17940,111,844
457,2024-10-28 00:00:01-05:00,2,46559,13779,73,650
458,2024-10-28 00:00:01-05:00,3,37986,15543,87,339
459,2024-10-28 00:00:01-05:00,4,16993,10144,59,259
460,2024-10-28 00:00:01-05:00,5,22438,8717,88,449
461,2024-10-28 00:00:01-05:00,6,48115,20190,364,2217
462,2024-10-28 00:00:01-05:00,7,14214,8310,89,463
463,2024-10-28 00:00:01-05:00,8,18120,10430,100,316
464,2024-10-29 00:00:01-05:00,1,25899,18830,114,913
465,2024-10-29 00:00:01-05:00,2,43629,14656,116,782
466,2024-10-29 00:00:01-05:00,3,39406,17007,100,436
467,2024-10-29 00:00:01-05:00,4,18683,10122,75,230
468,2024-10-29 00:00:01-05:00,5,23468,8460,90,555
469,2024-10-29 00:00:01-05:00,6,45449,19071,313,2039
470,2024-10-29 00:00:01-05:00,7,11793,8822,90,438
471,2024-10-29 00:00:01-05:00,8,16382,11217,77,434
472,2024-10-30 00:00:01-05:00,1,27179,19499,122,850
473,2024-10-30 00:00:01-05:00,2,40837,17461,124,699
474,2024-10-30 00:00:01-05:00,3,46323,17647,92,374
475,2024-10-30 00:00:01-05:00,4,19608,11006,47,238
476,2024-10-30 00:00:01-05:00,5,24978,10376,151,574
477,2024-10-30 00:00:01-05:00,6,46884,20929,325,2326
478,2024-10-30 00:00:01-05:00,7,12045,9051,104,436
479,2024-10-30 00:00:01-05:00,8,18834,11251,138,424
480,2024-10-31 00:00:01-05:00,1,25306,19656,65,874
481,2024-10-31 00:00:01-05:00,2,41552,16663,64,757
482,2024-10-31 00:00:01-05:00,3,48313,17941,49,403
483,2024-10-31 00:00:01-05:00,4,15709,10092,25,217
484,2024-10-31 00:00:01-05:00,5,26617,11174,64,571
485,2024-10-31 00:00:01-05:00,6,47218,17032,132,1563
486,2024-10-31 00:00:01-05:00,7,11697,9343,33,334
487,2024-10-31 00:00:01-05:00,8,16836,11501,55,436
488,2024-11-01 00:00:01-05:00,1,26072,21402,92,994
489,2024-11-01 00:00:01-05:00,2,48303,17540,98,818
490,2024-11-01 00:00:01-05:00,3,49944,19394,77,479
491,2024-11-01 00:00:01-05:00,4,23162,11719,37,224
492,2024-11-01 00:00:01-05:00,5,32454,10318,77,517
493,2024-11-01 00:00:01-05:00,6,52245,20189,228,1862
494,2024-11-01 00:00:01-05:00,7,12709,10326,65,519
495,2024-11-01 00:00:01-05:00,8,20369,13325,78,529
496,2024-11-02 00:00:01-05:00,1,19458,15438,177,828
497,2024-11-02 00:00:01-05:00,2,49761,15847,218,780
498,2024-11-02 00:00:01-05:00,3,45284,13814,139,473
499,2024-11-02 00:00:01-05:00,4,16671,9654,96,238
500,2024-11-02 00:00:01-05:00,5,25062,7234,114,536
501,2024-11-02 00:00:01-05:00,6,53367,18357,356,2344
502,2024-11-02 00:00:01-05:00,7,11103,8976,96,533
503,2024-11-02 00:00:01-05:00,8,14105,11458,84,295
504,2024-11-03 00:00:01-05:00,1,16883,13375,175,631
505,2024-11-03 00:00:01-05:00,2,37619,13764,192,858
506,2024-11-03 00:00:01-05:00,3,42252,11892,108,398
507,2024-11-03 00:00:01-05:00,4,14004,9757,128,206
508,2024-11-03 00:00:01-05:00,5,28861,6974,140,502
509,2024-11-03 00:00:01-05:00,6,44832,16092,397,2525
510,2024-11-03 00:00:01-05:00,7,8390,7279,89,302
511,2024-11-03 00:00:01-05:00,8,12943,9775,99,314
512,2024-11-04 00:00:01-05:00,1,24653,18137,146,918
513,2024-11-04 00:00:01-05:00,2,32830,13934,89,709
514,2024-11-04 00:00:01-05:00,3,42745,16577,80,405
515,2024-11-04 00:00:01-05:00,4,15578,9103,61,150
516,2024-11-04 00:00:01-05:00,5,26616,8580,99,487
517,2024-11-04 00:00:01-05:00,6,23200,9720,160,1014
518,2024-11-04 00:00:01-05:00,7,10681,8704,66,514
519,2024-11-04 00:00:01-05:00,8,18994,10764,90,397
520,2024-11-05 00:00:01-05:00,1,23323,17681,109,994
521,2024-11-05 00:00:01-05:00,2,46183,15891,103,854
522,2024-11-05 00:00:01-05:00,3,39960,16746,62,444
523,2024-11-05 00:00:01-05:00,4,15074,8515,40,233
524,2024-11-05 00:00:01-05:00,5,24615,8680,135,460
525,2024-11-05 00:00:01-05:00,6,26899,10606,183,1185
526,2024-11-05 00:00:01-05:00,7,9989,8616,78,410
527,2024-11-05 00:00:01-05:00,8,13029,9957,85,232
528,2024-11-06 00:00:01-05:00,1,21322,17877,66,795
529,2024-11-06 00:00:01-05:00,2,40710,19625,76,750
530,2024-11-06 00:00:01-05:00,3,31071,16374,45,374
531,2024-11-06 00:00:01-05:00,4,18409,10644,40,177
532,2024-11-06 00:00:01-05:00,5,26864,10409,111,604
533,2024-11-06 00:00:01-05:00,6,49158,21091,233,2394
534,2024-11-06 00:00:01-05:00,7,10823,8446,53,516
535,2024-11-06 00:00:01-05:00,8,19003,10365,77,354
536,2024-11-07 00:00:01-05:00,1,22415,17974,100,932
537,2024-11-07 00:00:01-05:00,2,45626,19399,112,786
538,2024-11-07 00:00:01-05:00,3,41175,16356,57,422
539,2024-11-07 00:00:01-05:00,4,19448,9204,36,216
540,2024-11-07 00:00:01-05:00,5,25070,9755,188,566
541,2024-11-07 00:00:01-05:00,6,29451,12148,195,1330
542,2024-11-07 00:00:01-05:00,7,10737,8903,75,501
543,2024-11-07 00:00:01-05:00,8,18040,11027,67,417
544,2024-11-08 00:00:01-05:00,1,23660,19646,96,1004
545,2024-11-08 00:00:01-05:00,2,44404,20340,100,801
546,2024-11-08 00:00:01-05:00,3,35677,18169,77,420
547,2024-11-08 00:00:01-05:00,4,20675,11799,53,230
548,2024-11-08 00:00:01-05:00,5,24741,10002,152,520
549,2024-11-08 00:00:01-05:00,6,27886,10046,130,1014
550,2024-11-08 00:00:01-05:00,7,13039,10002,79,655
551,2024-11-08 00:00:01-05:00,8,15231,12532,86,405
552,2024-11-09 00:00:01-05:00,1,15915,13869,54,550
553,2024-11-09 00:00:01-05:00,2,35901,17226,82,871
554,2024-11-09 00:00:01-05:00,3,28318,13681,52,396
555,2024-11-09 00:00:01-05:00,4,16221,10860,36,304
556,2024-11-09 00:00:01-05:00,5,30902,9999,96,736
557,2024-11-09 00:00:01-05:00,6,49405,18397,168,2555
558,2024-11-09 00:00:01-05:00,7,12092,8324,62,463
559,2024-11-09 00:00:01-05:00,8,13891,10847,36,261
560,2024-11-10 00:00:01-05:00,1,13973,11854,37,577
561,2024-11-10 00:00:01-05:00,2,50756,14503,48,902
562,2024-11-10 00:00:01-05:00,3,38363,11207,35,374
563,2024-11-10 00:00:01-05:00,4,15519,9424,33,139
564,2024-11-10 00:00:01-05:00,5,27351,9925,86,629
565,2024-11-10 00:00:01-05:00,6,41466,14503,136,2141
566,2024-11-10 00:00:01-05:00,7,9180,6785,25,288
567,2024-11-10 00:00:01-05:00,8,10740,8883,34,316
568,2024-11-11 00:00:01-05:00,1,20549,15095,170,793
569,2024-11-11 00:00:01-05:00,2,48061,17640,170,893
570,2024-11-11 00:00:01-05:00,3,44841,13833,106,352
571,2024-11-11 00:00:01-05:00,4,21027,12030,80,237
572,2024-11-11 00:00:01-05:00,5,32706,11957,190,955
573,2024-11-11 00:00:01-05:00,6,33509,13643,149,1595
574,2024-11-11 00:00:01-05:00,7,9197,7605,72,413
575,2024-11-11 00:00:01-05:00,8,11533,9008,76,293
576,2024-11-12 00:00:01-05:00,1,26150,18706,75,860
577,2024-11-12 00:00:01-05:00,2,51974,21196,91,1007
578,2024-11-12 00:00:01-05:00,3,43707,16609,64,410
579,2024-11-12 00:00:01-05:00,4,24103,14378,41,285
580,2024-11-12 00:00:01-05:00,5,37986,14044,119,929
581,2024-11-12 00:00:01-05:00,6,30238,12160,82,1170
582,2024-11-12 00:00:01-05:00,7,10914,8810,68,438
583,2024-11-12 00:00:01-05:00,8,14553,10845,71,333
584,2024-11-13 00:00:01-05:00,1,24740,17663,57,730
585,2024-11-13 00:00:01-05:00,2,45807,20426,83,912
586,2024-11-13 00:00:01-05:00,3,42543,15952,41,342
587,2024-11-13 00:00:01-05:00,4,20988,13966,24,223
588,2024-11-13 00:00:01-05:00,5,46882,14964,86,808
589,2024-11-13 00:00:01-05:00,6,34216,14732,114,1376
590,2024-11-13 00:00:01-05:00,7,10203,8122,47,365
591,2024-11-13 00:00:01-05:00,8,17312,9976,38,318
592,2024-11-14 00:00:01-05:00,1,22084,18335,90,884
593,2024-11-14 00:00:01-05:00,2,53591,21788,141,1014
594,2024-11-14 00:00:01-05:00,3,36620,16557,70,419
595,2024-11-14 00:00:01-05:00,4,25866,14662,58,278
596,2024-11-14 00:00:01-05:00,5,44117,19610,222,976
597,2024-11-14 00:00:01-05:00,6,46287,18578,180,1648
598,2024-11-14 00:00:01-05:00,7,12826,9504,58,431
599,2024-11-14 00:00:01-05:00,8,19727,11230,83,405
600,2024-11-15 00:00:01-05:00,1,22138,19232,68,738
601,2024-11-15 00:00:01-05:00,2,41559,22249,82,902
602,2024-11-15 00:00:01-05:00,3,35106,17063,50,388
603,2024-11-15 00:00:01-05:00,4,21513,15047,32,281
604,2024-11-15 00:00:01-05:00,5,54161,20910,96,1117
605,2024-11-15 00:00:01-05:00,6,52526,19772,110,1819
606,2024-11-15 00:00:01-05:00,7,12096,9696,47,525
607,2024-11-15 00:00:01-05:00,8,15263,12243,47,456
608,2024-11-16 00:00:01-05:00,1,19092,13755,109,701
609,2024-11-16 00:00:01-05:00,2,36651,17061,120,896
610,2024-11-16 00:00:01-05:00,3,32773,12466,65,388
611,2024-11-16 00:00:01-05:00,4,16708,11485,58,258
612,2024-11-16 00:00:01-05:00,5,41469,13913,188,1101
613,2024-11-16 00:00:01-05:00,6,32763,13264,134,1459
614,2024-11-16 00:00:01-05:00,7,14185,9243,80,835
615,2024-11-16 00:00:01-05:00,8,15097,11536,65,444
616,2024-11-17 00:00:01-05:00,1,14896,12145,131,798
617,2024-11-17 00:00:01-05:00,2,27473,13917,223,1191
618,2024-11-17 00:00:01-05:00,3,31145,11347,146,467
619,2024-11-17 00:00:01-05:00,4,14428,9416,111,180
620,2024-11-17 00:00:01-05:00,5,34289,11178,250,1210
621,2024-11-17 00:00:01-05:00,6,44518,16130,275,2342
622,2024-11-17 00:00:01-05:00,7,8932,7191,94,305
623,2024-11-17 00:00:01-05:00,8,15110,10034,104,467
624,2024-11-18 00:00:01-05:00,1,23090,17684,131,976
625,2024-11-18 00:00:01-05:00,2,37302,18544,176,1282
626,2024-11-18 00:00:01-05:00,3,36202,15302,100,462
627,2024-11-18 00:00:01-05:00,4,25413,13869,83,177
628,2024-11-18 00:00:01-05:00,5,44934,14712,181,1188
629,2024-11-18 00:00:01-05:00,6,36984,13898,133,1514
630,2024-11-18 00:00:01-05:00,7,10793,8449,65,383
631,2024-11-18 00:00:01-05:00,8,18685,10162,71,371
632,2024-11-19 00:00:01-05:00,1,24640,17384,50,957
633,2024-11-19 00:00:01-05:00,2,39478,18480,71,1245
634,2024-11-19 00:00:01-05:00,3,34883,15317,37,470
635,2024-11-19 00:00:01-05:00,4,30821,13897,25,262
636,2024-11-19 00:00:01-05:00,5,44438,14643,87,1390
637,2024-11-19 00:00:01-05:00,6,39909,14167,101,1298
638,2024-11-19 00:00:01-05:00,7,10955,8335,45,422
639,2024-11-19 00:00:01-05:00,8,16627,9779,50,319
640,2024-11-20 00:00:01-05:00,1,25846,17968,54,855
641,2024-11-20 00:00:01-05:00,2,42193,20071,91,1148
642,2024-11-20 00:00:01-05:00,3,47505,16054,50,473
643,2024-11-20 00:00:01-05:00,4,28035,14428,50,237
644,2024-11-20 00:00:01-05:00,5,43575,15285,136,1341
645,2024-11-20 00:00:01-05:00,6,35295,11722,77,1111
646,2024-11-20 00:00:01-05:00,7,14427,8775,54,398
647,2024-11-20 00:00:01-05:00,8,16406,10482,61,345
648,2024-11-21 00:00:01-05:00,1,27080,18139,49,809
649,2024-11-21 00:00:01-05:00,2,52942,21253,94,1179
650,2024-11-21 00:00:01-05:00,3,47921,16398,60,396
651,2024-11-21 00:00:01-05:00,4,30843,14626,46,1140
652,2024-11-21 00:00:01-05:00,5,46655,15088,81,1062
653,2024-11-21 00:00:01-05:00,6,33484,14299,109,1188
654,2024-11-21 00:00:01-05:00,7,11649,8954,45,404
655,2024-11-21 00:00:01-05:00,8,16097,10929,62,303
656,2024-11-22 00:00:01-05:00,1,28443,18649,63,788
657,2024-11-22 00:00:01-05:00,2,47613,21343,124,1111
658,2024-11-22 00:00:01-05:00,3,46183,16307,70,459
659,2024-11-22 00:00:01-05:00,4,26543,14718,41,617
660,2024-11-22 00:00:01-05:00,5,45985,15657,88,918
661,2024-11-22 00:00:01-05:00,6,34594,13358,97,1082
662,2024-11-22 00:00:01-05:00,7,13847,9406,26,461
663,2024-11-22 00:00:01-05:00,8,17195,11132,42,258
664,2024-11-23 00:00:01-05:00,1,20892,15211,74,619
665,2024-11-23 00:00:01-05:00,2,43517,17481,110,810
666,2024-11-23 00:00:01-05:00,3,40073,13417,76,413
667,2024-11-23 00:00:01-05:00,4,27441,11937,62,326
668,2024-11-23 00:00:01-05:00,5,37149,12886,139,868
669,2024-11-23 00:00:01-05:00,6,35535,10830,104,1136
670,2024-11-23 00:00:01-05:00,7,12112,8550,73,486
671,2024-11-23 00:00:01-05:00,8,13732,10494,86,267
672,2024-11-24 00:00:01-05:00,1,16639,12842,98,711
673,2024-11-24 00:00:01-05:00,2,42234,14663,161,1081
674,2024-11-24 00:00:01-05:00,3,34814,11201,98,399
675,2024-11-24 00:00:01-05:00,4,24757,9927,80,145
676,2024-11-24 00:00:01-05:00,5,35530,10202,142,775
677,2024-11-24 00:00:01-05:00,6,34130,12738,195,1669
678,2024-11-24 00:00:01-05:00,7,8935,6966,63,317
679,2024-11-24 00:00:01-05:00,8,12168,9029,78,322
680,2024-11-25 00:00:01-05:00,1,22589,15988,89,961
681,2024-11-25 00:00:01-05:00,2,48425,18589,100,1191
682,2024-11-25 00:00:01-05:00,3,35502,13861,43,479
683,2024-11-25 00:00:01-05:00,4,21436,12680,43,222
684,2024-11-25 00:00:01-05:00,5,33864,13432,129,1107
685,2024-11-25 00:00:01-05:00,6,31625,12691,136,1327
686,2024-11-25 00:00:01-05:00,7,10509,7672,38,439
687,2024-11-25 00:00:01-05:00,8,10972,9023,50,264
688,2024-11-26 00:00:01-05:00,1,24575,17105,80,806
689,2024-11-26 00:00:01-05:00,2,53633,19935,96,1237
690,2024-11-26 00:00:01-05:00,3,39391,14889,62,502
691,2024-11-26 00:00:01-05:00,4,23119,13564,45,279
692,2024-11-26 00:00:01-05:00,5,29584,14272,76,1127
693,2024-11-26 00:00:01-05:00,6,35645,13000,99,1271
694,2024-11-26 00:00:01-05:00,7,12592,8304,43,422
695,2024-11-26 00:00:01-05:00,8,11326,9420,47,224
696,2024-11-27 00:00:01-05:00,1,21296,16478,48,898
697,2024-11-27 00:00:01-05:00,2,58468,20724,108,1368
698,2024-11-27 00:00:01-05:00,3,36367,14196,55,590
699,2024-11-27 00:00:01-05:00,4,25892,13643,32,252
700,2024-11-27 00:00:01-05:00,5,39920,14029,128,1087
701,2024-11-27 00:00:01-05:00,6,31722,10454,75,1052
702,2024-11-27 00:00:01-05:00,7,11317,8629,48,402
703,2024-11-27 00:00:01-05:00,8,10976,9846,66,276
704,2024-11-28 00:00:01-05:00,1,12833,10899,39,560
705,2024-11-28 00:00:01-05:00,2,44563,12531,63,758
706,2024-11-28 00:00:01-05:00,3,18318,9195,36,408
707,2024-11-28 00:00:01-05:00,4,13590,7996,20,159
708,2024-11-28 00:00:01-05:00,5,30848,8091,61,667
709,2024-11-28 00:00:01-05:00,6,19264,7295,40,783
710,2024-11-28 00:00:01-05:00,7,6273,5549,27,130
711,2024-11-28 00:00:01-05:00,8,7327,6686,47,228
712,2024-11-29 00:00:01-05:00,1,15755,13029,42,717
713,2024-11-29 00:00:01-05:00,2,46266,14776,94,902
714,2024-11-29 00:00:01-05:00,3,24432,11387,45,366
715,2024-11-29 00:00:01-05:00,4,23416,9987,31,155
716,2024-11-29 00:00:01-05:00,5,27764,10992,75,753
717,2024-11-29 00:00:01-05:00,6,37913,14293,80,1557
718,2024-11-29 00:00:01-05:00,7,9006,7226,30,351
719,2024-11-29 00:00:01-05:00,8,9926,8732,43,243
720,2024-11-30 00:00:01-05:00,1,15703,11952,50,523
721,2024-11-30 00:00:01-05:00,2,41566,14179,66,862
722,2024-11-30 00:00:01-05:00,3,24657,10389,37,390
723,2024-11-30 00:00:01-05:00,4,24752,9287,18,324
724,2024-11-30 00:00:01-05:00,5,36358,10325,63,875
725,2024-11-30 00:00:01-05:00,6,30376,9145,57,998
726,2024-11-30 00:00:01-05:00,7,9526,7145,30,359
727,2024-11-30 00:00:01-05:00,8,11665,9426,24,254
728,2024-12-01 00:00:01-05:00,1,14047,11611,21,556
729,2024-12-01 00:00:01-05:00,2,37339,13315,36,803
730,2024-12-01 00:00:01-05:00,3,29414,10580,25,363
731,2024-12-01 00:00:01-05:00,4,11737,9100,15,87
732,2024-12-01 00:00:01-05:00,5,29644,9520,42,724
733,2024-12-01 00:00:01-05:00,6,34792,13222,84,1734
734,2024-12-01 00:00:01-05:00,7,7699,6396,28,255
735,2024-12-01 00:00:01-05:00,8,9216,8276,43,163
736,2024-12-02 00:00:01-05:00,1,22042,17098,37,665
737,2024-12-02 00:00:01-05:00,2,52081,19881,71,988
738,2024-12-02 00:00:01-05:00,3,28372,14749,31,354
739,2024-12-02 00:00:01-05:00,4,21791,13534,16,112
740,2024-12-02 00:00:01-05:00,5,38273,14211,42,740
741,2024-12-02 00:00:01-05:00,6,29211,11369,35,888
742,2024-12-02 00:00:01-05:00,7,9557,7858,21,358
743,2024-12-02 00:00:01-05:00,8,13095,9711,40,275
744,2024-12-03 00:00:01-05:00,1,21879,17334,54,810
745,2024-12-03 00:00:01-05:00,2,46754,20613,84,910
746,2024-12-03 00:00:01-05:00,3,33168,15222,37,361
747,2024-12-03 00:00:01-05:00,4,20872,13999,26,117
748,2024-12-03 00:00:01-05:00,5,28647,14591,55,780
749,2024-12-03 00:00:01-05:00,6,34038,13232,48,920
750,2024-12-03 00:00:01-05:00,7,9675,8285,24,326
751,2024-12-03 00:00:01-05:00,8,14609,10285,48,278
752,2024-12-04 00:00:01-05:00,1,20557,17610,61,780
753,2024-12-04 00:00:01-05:00,2,62113,21286,97,1142
754,2024-12-04 00:00:01-05:00,3,31327,15184,48,438
755,2024-12-04 00:00:01-05:00,4,28392,14090,26,207
756,2024-12-04 00:00:01-05:00,5,34113,14862,121,1096
757,2024-12-04 00:00:01-05:00,6,31037,11366,74,1033
758,2024-12-04 00:00:01-05:00,7,10791,8605,35,387
759,2024-12-04 00:00:01-05:00,8,14764,10341,68,307
760,2024-12-05 00:00:01-05:00,1,20529,17440,16,689
761,2024-12-05 00:00:01-05:00,2,54989,20439,52,827
762,2024-12-05 00:00:01-05:00,3,39077,15409,27,391
763,2024-12-05 00:00:01-05:00,4,34302,14112,15,275
764,2024-12-05 00:00:01-05:00,5,33173,14919,46,753
765,2024-12-05 00:00:01-05:00,6,26317,11615,67,959
766,2024-12-05 00:00:01-05:00,7,11260,8696,29,408
767,2024-12-05 00:00:01-05:00,8,17850,10554,36,273
768,2024-12-06 00:00:01-05:00,1,23529,16945,45,854
769,2024-12-06 00:00:01-05:00,2,54451,20514,60,1102
770,2024-12-06 00:00:01-05:00,3,48315,15277,22,363
771,2024-12-06 00:00:01-05:00,4,27986,13989,15,342
772,2024-12-06 00:00:01-05:00,5,51498,15142,53,912
773,2024-12-06 00:00:01-05:00,6,26005,10576,43,702
774,2024-12-06 00:00:01-05:00,7,13659,9292,20,476
775,2024-12-06 00:00:01-05:00,8,14564,11548,47,290
776,2024-12-07 00:00:01-05:00,1,16298,13260,44,611
777,2024-12-07 00:00:01-05:00,2,48262,16009,91,908
778,2024-12-07 00:00:01-05:00,3,37834,11924,45,387
779,2024-12-07 00:00:01-05:00,4,22041,10723,34,372
780,2024-12-07 00:00:01-05:00,5,39545,11724,82,964
781,2024-12-07 00:00:01-05:00,6,21425,8344,65,733
782,2024-12-07 00:00:01-05:00,7,12280,8735,32,443
783,2024-12-07 00:00:01-05:00,8,13829,11242,52,209
784,2024-12-08 00:00:01-05:00,1,13538,10743,41,444
785,2024-12-08 00:00:01-05:00,2,44582,13255,72,790
786,2024-12-08 00:00:01-05:00,3,24754,10205,37,349
787,2024-12-08 00:00:01-05:00,4,16607,9207,24,85
788,2024-12-08 00:00:01-05:00,5,25774,9530,56,607
789,2024-12-08 00:00:01-05:00,6,26996,10365,68,1086
790,2024-12-08 00:00:01-05:00,7,7973,6725,16,275
791,2024-12-08 00:00:01-05:00,8,11201,9229,26,252
792,2024-12-09 00:00:01-05:00,1,18976,16219,69,732
793,2024-12-09 00:00:01-05:00,2,49115,18600,97,1211
794,2024-12-09 00:00:01-05:00,3,31614,14600,56,464
795,2024-12-09 00:00:01-05:00,4,31566,13135,47,150
796,2024-12-09 00:00:01-05:00,5,34162,14615,137,998
797,2024-12-09 00:00:01-05:00,6,27178,9897,71,900
798,2024-12-09 00:00:01-05:00,7,11462,8108,51,355
799,2024-12-09 00:00:01-05:00,8,13757,9906,34,380
800,2024-12-10 00:00:01-05:00,1,19581,15821,56,764
801,2024-12-10 00:00:01-05:00,2,46925,19362,82,989
802,2024-12-10 00:00:01-05:00,3,32810,14792,45,478
803,2024-12-10 00:00:01-05:00,4,27444,13368,22,332
804,2024-12-10 00:00:01-05:00,5,43276,15347,77,877
805,2024-12-10 00:00:01-05:00,6,28827,9858,72,842
806,2024-12-10 00:00:01-05:00,7,11679,8147,31,398
807,2024-12-10 00:00:01-05:00,8,14405,10167,47,315
808,2024-12-11 00:00:01-05:00,1,21611,17024,39,730
809,2024-12-11 00:00:01-05:00,2,37921,20127,81,794
810,2024-12-11 00:00:01-05:00,3,34383,15186,34,427
811,2024-12-11 00:00:01-05:00,4,20832,13738,12,151
812,2024-12-11 00:00:01-05:00,5,48200,15229,56,836
813,2024-12-11 00:00:01-05:00,6,31942,11329,68,830
814,2024-12-11 00:00:01-05:00,7,11124,8551,32,308
815,2024-12-11 00:00:01-05:00,8,14757,10372,34,274
816,2024-12-12 00:00:01-05:00,1,22866,17220,40,651
817,2024-12-12 00:00:01-05:00,2,48428,20507,84,824
818,2024-12-12 00:00:01-05:00,3,39246,15174,30,475
819,2024-12-12 00:00:01-05:00,4,22373,13916,19,199
820,2024-12-12 00:00:01-05:00,5,48054,14943,72,1065
821,2024-12-12 00:00:01-05:00,6,26166,11369,71,918
822,2024-12-12 00:00:01-05:00,7,12227,8977,31,490
823,2024-12-12 00:00:01-05:00,8,14435,10821,30,287
824,2024-12-13 00:00:01-05:00,1,21470,17400,29,691
825,2024-12-13 00:00:01-05:00,2,50912,21127,67,816
826,2024-12-13 00:00:01-05:00,3,40269,15868,21,449
827,2024-12-13 00:00:01-05:00,4,28566,14453,10,243
828,2024-12-13 00:00:01-05:00,5,36946,15555,64,1126
829,2024-12-13 00:00:01-05:00,6,22257,9423,69,736
830,2024-12-13 00:00:01-05:00,7,12748,9310,29,423
831,2024-12-13 00:00:01-05:00,8,16270,11352,50,280
832,2024-12-14 00:00:01-05:00,1,17376,14223,47,633
833,2024-12-14 00:00:01-05:00,2,45489,16573,93,830
834,2024-12-14 00:00:01-05:00,3,32097,12310,45,402
835,2024-12-14 00:00:01-05:00,4,26389,11094,35,273
836,2024-12-14 00:00:01-05:00,5,33756,12025,79,1321
837,2024-12-14 00:00:01-05:00,6,28401,11094,79,1290
838,2024-12-14 00:00:01-05:00,7,10859,8279,28,465
839,2024-12-14 00:00:01-05:00,8,12771,10524,34,277
840,2024-12-15 00:00:01-05:00,1,13021,11264,40,517
841,2024-12-15 00:00:01-05:00,2,35051,13591,64,863
842,2024-12-15 00:00:01-05:00,3,24792,10343,43,416
843,2024-12-15 00:00:01-05:00,4,20293,9140,33,81
844,2024-12-15 00:00:01-05:00,5,33482,9458,78,935
845,2024-12-15 00:00:01-05:00,6,34248,12579,100,1520
846,2024-12-15 00:00:01-05:00,7,10413,6859,33,316
847,2024-12-15 00:00:01-05:00,8,9907,9260,49,237
848,2024-12-16 00:00:01-05:00,1,17920,15326,38,651
849,2024-12-16 00:00:01-05:00,2,36868,18506,41,716
850,2024-12-16 00:00:01-05:00,3,28756,14480,23,356
851,2024-12-16 00:00:01-05:00,4,24441,13321,19,105
852,2024-12-16 00:00:01-05:00,5,36726,14114,53,904
853,2024-12-16 00:00:01-05:00,6,31254,15055,74,1203
854,2024-12-16 00:00:01-05:00,7,11751,7776,21,312
855,2024-12-16 00:00:01-05:00,8,14675,9680,44,245
856,2024-12-17 00:00:01-05:00,1,21865,16823,50,996
857,2024-12-17 00:00:01-05:00,2,40183,19861,77,1201
858,2024-12-17 00:00:01-05:00,3,31514,14951,54,494
859,2024-12-17 00:00:01-05:00,4,25783,13610,28,230
860,2024-12-17 00:00:01-05:00,5,40217,17210,87,1086
861,2024-12-17 00:00:01-05:00,6,43135,15206,123,1677
862,2024-12-17 00:00:01-05:00,7,10731,8414,37,345
863,2024-12-17 00:00:01-05:00,8,13178,10171,62,372
864,2024-12-18 00:00:01-05:00,1,19152,16338,39,709
865,2024-12-18 00:00:01-05:00,2,40898,18939,72,855
866,2024-12-18 00:00:01-05:00,3,38080,14547,39,405
867,2024-12-18 00:00:01-05:00,4,30855,13406,19,189
868,2024-12-18 00:00:01-05:00,5,39556,17351,66,810
869,2024-12-18 00:00:01-05:00,6,49113,17100,102,1628
870,2024-12-18 00:00:01-05:00,7,12656,8284,27,387
871,2024-12-18 00:00:01-05:00,8,13608,9924,29,274
872,2024-12-19 00:00:01-05:00,1,21125,17248,39,680
873,2024-12-19 00:00:01-05:00,2,39302,20369,66,899
874,2024-12-19 00:00:01-05:00,3,38859,15330,33,407
875,2024-12-19 00:00:01-05:00,4,28655,13962,19,202
876,2024-12-19 00:00:01-05:00,5,40439,17583,56,1106
877,2024-12-19 00:00:01-05:00,6,46099,16015,84,1663
878,2024-12-19 00:00:01-05:00,7,12251,8988,30,434
879,2024-12-19 00:00:01-05:00,8,18732,11251,50,366
880,2024-12-20 00:00:01-05:00,1,20636,17484,33,722
881,2024-12-20 00:00:01-05:00,2,41148,20696,60,710
882,2024-12-20 00:00:01-05:00,3,40944,15274,26,387
883,2024-12-20 00:00:01-05:00,4,25805,13983,13,221
884,2024-12-20 00:00:01-05:00,5,40459,17779,46,770
885,2024-12-20 00:00:01-05:00,6,38082,15856,77,1284
886,2024-12-20 00:00:01-05:00,7,12206,8840,24,468
887,2024-12-20 00:00:01-05:00,8,15699,10943,32,322
888,2024-12-21 00:00:01-05:00,1,15883,13824,27,608
889,2024-12-21 00:00:01-05:00,2,32399,17066,68,734
